query,method,expected,actual_constraints,actual_top1_name,actual_top1_price,actual_top1_type,actual_top_results,num_results,runtime_sec,parse_error
men's down vest under $800,hybrid,"{""expected_type"": ""vest"", ""expected_price_max"": 800.0, ""expected_use_case"": NaN, ""expected_insulation"": ""down"", ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""insulation"": ""down"", ""product_type"": ""vest"", ""gender"": ""men"", ""price_max"": 800}",Canada Goose Men's Freestyle Crew Vest,650.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Crofton Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}]",5,3.6207,
women's vest under $700,baseline,"{""expected_type"": ""vest"", ""expected_price_max"": 700.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""vest"", ""gender"": ""men"", ""price_max"": 700}",Canada Goose Men's Garson Vest Black Label CR,595.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Garson Vest Black Label"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Hybridge Lite Vest"", ""price"": 525.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.025,
women's vest under $700,flan,"{""expected_type"": ""vest"", ""expected_price_max"": 700.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""vest"", ""gender"": ""men"", ""price_max"": 700}",Canada Goose Men's Garson Vest Black Label CR,595.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Garson Vest Black Label"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Hybridge Lite Vest"", ""price"": 525.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.8341,
women's vest under $700,hybrid,"{""expected_type"": ""vest"", ""expected_price_max"": 700.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""vest"", ""gender"": ""men"", ""price_max"": 700}",Canada Goose Men's Garson Vest Black Label CR,595.0,vest,"[{""rank"": 1, ""name"": ""Canada Goose Men's Garson Vest Black Label CR"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Garson Vest Black Label"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Freestyle Vest Black Label"", ""price"": 595.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Hybridge Lite Vest"", ""price"": 525.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Freestyle Crew Vest"", ""price"": 650.0, ""product_type"": ""vest"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.8061,
short down jacket for everyday commute under $1000,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": ""down"", ""expected_gender"": NaN, ""expected_outerwear"": true}","{""length"": ""short"", ""insulation"": ""down"", ""use_case"": ""everyday"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Nanaimo Jacket"", ""price"": 575.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Alliston Coat"", ""price"": 1095.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}]",5,0.027,
short down jacket for everyday commute under $1000,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": ""down"", ""expected_gender"": NaN, ""expected_outerwear"": true}","{""length"": ""short"", ""insulation"": ""down"", ""price_max"": 1000}",Canada Goose Women's Alliston Coat,1095.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Alliston Coat"", ""price"": 1095.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.5}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Hybridge Knit Vest Black Label"", ""price"": 525.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Hybridge Knit Vest"", ""price"": 525.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}]",5,3.6885,
short down jacket for everyday commute under $1000,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": 1000.0, ""expected_use_case"": ""everyday"", ""expected_insulation"": ""down"", ""expected_gender"": NaN, ""expected_outerwear"": true}","{""length"": ""short"", ""insulation"": ""down"", ""use_case"": ""everyday"", ""product_type"": ""jacket"", ""price_max"": 1000}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Nanaimo Jacket"", ""price"": 575.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 8.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Alliston Coat"", ""price"": 1095.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 5, ""name"": ""Canada Goose Women's Cypress Hooded Jacket"", ""price"": 1050.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.0}]",5,3.6087,
warm hoody under $500,baseline,"{""expected_type"": ""hoody"", ""expected_price_max"": 500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""medium"", ""product_type"": ""hoody"", ""price_max"": 500}",Canada Goose Men's Huron Men's Hoody - Updated,375.0,hoody,"[{""rank"": 1, ""name"": ""Canada Goose Men's Huron Men's Hoody - Updated"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Amherst Hoody"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Huron Full Zip Hoody"", ""price"": 425.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Amherst Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Muskoka Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.028,
warm hoody under $500,flan,"{""expected_type"": ""hoody"", ""expected_price_max"": 500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""hoody"", ""warmth_level"": ""medium"", ""price_max"": 500}",Canada Goose Men's Huron Men's Hoody - Updated,375.0,hoody,"[{""rank"": 1, ""name"": ""Canada Goose Men's Huron Men's Hoody - Updated"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Amherst Hoody"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Huron Full Zip Hoody"", ""price"": 425.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Amherst Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Muskoka Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.8411,
warm hoody under $500,hybrid,"{""expected_type"": ""hoody"", ""expected_price_max"": 500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""warmth_level"": ""medium"", ""product_type"": ""hoody"", ""price_max"": 500}",Canada Goose Men's Huron Men's Hoody - Updated,375.0,hoody,"[{""rank"": 1, ""name"": ""Canada Goose Men's Huron Men's Hoody - Updated"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Amherst Hoody"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Huron Full Zip Hoody"", ""price"": 425.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Amherst Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Muskoka Hoody Black Label"", ""price"": 375.0, ""product_type"": ""hoody"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,1.0041,
sweater for casual wear,baseline,"{""expected_type"": ""sweater"", ""expected_price_max"": NaN, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""everyday"", ""product_type"": ""sweater""}",Canada Goose Men's Stormont 1/4 Zip Sweater,525.0,sweater,"[{""rank"": 1, ""name"": ""Canada Goose Men's Stormont 1/4 Zip Sweater"", ""price"": 525.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Fairhaven 1/4-Zip Sweater"", ""price"": 375.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Rossclair Parka Print"", ""price"": 1695.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Montebello Parka Heritage"", ""price"": 1495.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Chilliwack Bomber Heritage"", ""price"": 1575.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}]",5,0.038,
sweater for casual wear,flan,"{""expected_type"": ""sweater"", ""expected_price_max"": NaN, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""product_type"": ""sweater"", ""use_case"": ""everyday""}",Canada Goose Men's Stormont 1/4 Zip Sweater,525.0,sweater,"[{""rank"": 1, ""name"": ""Canada Goose Men's Stormont 1/4 Zip Sweater"", ""price"": 525.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Fairhaven 1/4-Zip Sweater"", ""price"": 375.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Rossclair Parka Print"", ""price"": 1695.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Montebello Parka Heritage"", ""price"": 1495.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Chilliwack Bomber Heritage"", ""price"": 1575.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}]",5,0.926,
sweater for casual wear,hybrid,"{""expected_type"": ""sweater"", ""expected_price_max"": NaN, ""expected_use_case"": ""everyday"", ""expected_insulation"": NaN, ""expected_gender"": NaN, ""expected_outerwear"": true}","{""use_case"": ""everyday"", ""product_type"": ""sweater""}",Canada Goose Men's Stormont 1/4 Zip Sweater,525.0,sweater,"[{""rank"": 1, ""name"": ""Canada Goose Men's Stormont 1/4 Zip Sweater"", ""price"": 525.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Fairhaven 1/4-Zip Sweater"", ""price"": 375.0, ""product_type"": ""sweater"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 4.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Rossclair Parka Print"", ""price"": 1695.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Montebello Parka Heritage"", ""price"": 1495.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}, {""rank"": 5, ""name"": ""Canada Goose Men's Chilliwack Bomber Heritage"", ""price"": 1575.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 3.0}]",5,0.9171,
women's jacket under $1200,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": 1200.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""gender"": ""men"", ""price_max"": 1200}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Davie Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 4, ""name"": ""Canada Goose Men's Rupert Rain Jacket Black Label"", ""price"": 750.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Hybridge Knit Jacket"", ""price"": 695.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 6.0}]",5,0.033,
women's jacket under $1200,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": 1200.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""use_case"": ""travel"", ""price_max"": 1000, ""product_type"": ""jacket"", ""gender"": ""women""}",,,,[],0,4.2647,
women's jacket under $1200,hybrid,"{""expected_type"": ""jacket"", ""expected_price_max"": 1200.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""gender"": ""men"", ""price_max"": 1200, ""use_case"": ""travel""}",Canada Goose Women's Cypress Jacket,895.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 9.0}, {""rank"": 2, ""name"": ""Canada Goose Men's Crofton Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 9.0}, {""rank"": 3, ""name"": ""Canada Goose Men's Crofton Jacket Black Label"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 9.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Hoody"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 9.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Ellison Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 9.0}]",5,4.4456,
men's parka under $1500,baseline,"{""expected_type"": ""parka"", ""expected_price_max"": 1500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""length"": ""long"", ""product_type"": ""parka"", ""gender"": ""men"", ""price_max"": 1500}",Canada Goose Women's Lorette Parka Notched Brim,1195.0,parka,"[{""rank"": 1, ""name"": ""Canada Goose Women's Lorette Parka Notched Brim"", ""price"": 1195.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 2, ""name"": ""Canada Goose Men's MacMillan Parka Black Label"", ""price"": 1250.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 3, ""name"": ""Canada Goose Men's MacMillan Parka Wool"", ""price"": 1425.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 4, ""name"": ""Canada Goose Women's Shelburne Parka"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": 3.0, ""score"": 7.5}, {""rank"": 5, ""name"": ""Canada Goose Men's Langford Parka Black Label - Updated"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}]",5,0.032,
men's parka under $1500,flan,"{""expected_type"": ""parka"", ""expected_price_max"": 1500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""product_type"": ""parka"", ""gender"": ""men"", ""length"": ""long"", ""price_max"": 1500}",Canada Goose Women's Lorette Parka Notched Brim,1195.0,parka,"[{""rank"": 1, ""name"": ""Canada Goose Women's Lorette Parka Notched Brim"", ""price"": 1195.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 2, ""name"": ""Canada Goose Men's MacMillan Parka Black Label"", ""price"": 1250.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 3, ""name"": ""Canada Goose Men's MacMillan Parka Wool"", ""price"": 1425.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 4, ""name"": ""Canada Goose Women's Shelburne Parka"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": 3.0, ""score"": 7.5}, {""rank"": 5, ""name"": ""Canada Goose Men's Langford Parka Black Label - Updated"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}]",5,0.9393,
men's parka under $1500,hybrid,"{""expected_type"": ""parka"", ""expected_price_max"": 1500.0, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""men"", ""expected_outerwear"": true}","{""length"": ""long"", ""product_type"": ""parka"", ""gender"": ""men"", ""price_max"": 1500}",Canada Goose Women's Lorette Parka Notched Brim,1195.0,parka,"[{""rank"": 1, ""name"": ""Canada Goose Women's Lorette Parka Notched Brim"", ""price"": 1195.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 2, ""name"": ""Canada Goose Men's MacMillan Parka Black Label"", ""price"": 1250.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 3, ""name"": ""Canada Goose Men's MacMillan Parka Wool"", ""price"": 1425.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}, {""rank"": 4, ""name"": ""Canada Goose Women's Shelburne Parka"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": 3.0, ""score"": 7.5}, {""rank"": 5, ""name"": ""Canada Goose Men's Langford Parka Black Label - Updated"", ""price"": 1475.0, ""product_type"": ""parka"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 7.5}]",5,0.8721,
women's lightweight jacket,baseline,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""warmth_level"": ""low"", ""product_type"": ""jacket"", ""gender"": ""men""}",Canada Goose Women's Salida Jacket,650.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Kenora Jacket"", ""price"": 625.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Minden Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.029,
women's lightweight jacket,flan,"{""expected_type"": ""jacket"", ""expected_price_max"": NaN, ""expected_use_case"": NaN, ""expected_insulation"": NaN, ""expected_gender"": ""women"", ""expected_outerwear"": true}","{""product_type"": ""jacket"", ""gender"": ""men"", ""warmth_level"": ""low""}",Canada Goose Women's Salida Jacket,650.0,jacket,"[{""rank"": 1, ""name"": ""Canada Goose Women's Salida Jacket"", ""price"": 650.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 2, ""name"": ""Canada Goose Women's Kenora Jacket"", ""price"": 625.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 3, ""name"": ""Canada Goose Women's Cypress Hoody Black Label"", ""price"": 950.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 4, ""name"": ""Canada Goose Women's Cypress Jacket"", ""price"": 895.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}, {""rank"": 5, ""name"": ""Canada Goose Women's Minden Jacket"", ""price"": 595.0, ""product_type"": ""jacket"", ""gender_norm"": ""men"", ""tei_level"": null, ""score"": 5.0}]",5,0.8421,
